state,county,fips,pop2012,yieldchange,mortchange,energychange,laborlowchange,laborhighchange,coastaldamage,crimepropertychange,crimeviolentchange,totaldamage
TX,Cass County,48067,30187,,44.1091423,14.33757687,-0.4695529938,-2.016743422,-1.576716661,0.1222597882,2.517656803,14.46500015
TX,Castro County,48069,8179,8.514939308,8.457019806,12.47642422,-0.4289987385,-1.908290386,-1.705342054,0.3584484458,2.730257511,2.710700035
TX,Chambers County,48071,36388,-38.22084808,25.05983925,13.00336075,-0.3529743552,-1.953081727,-0.4568813145,0.1392152905,2.5634377,6.876599789
TX,Cherokee County,48073,51152,,37.88730621,14.49512672,-0.4529658854,-2.116524935,-1.551059484,0.1319625378,2.639073372,14.07999992
TX,Childress County,48075,7096,-16.0809803,32.60869217,14.79641151,-0.4435815215,-1.825298071,-1.434016228,0.1386984289,2.340543747,14.56499958
TX,Clay County,48077,10512,23.24085426,30.27067947,14.40403652,-0.4182224274,-1.828550577,-1.731640458,0.1292726398,2.382370949,6.988699913
TX,Cochran County,48079,3017,-5.093732834,20.13959312,14.31664371,-0.4611297548,-2.055780172,-1.629743695,0.2213956565,2.696639299,6.011799812
TX,Coke County,48081,3224,8.462853432,50.89319229,14.74895477,-0.5479255915,-2.172984362,-1.569727063,-0.02863303386,2.48720336,15.7510004
TX,Coleman County,48083,8675,17.54629135,60.11777878,15.12470531,-0.4958967268,-2.090256691,-1.586210132,-0.02291658707,2.425913095,17.42300034
TX,Collin County,48085,837480,-13.62303066,14.36045074,15.96147442,-0.4779402912,-1.985868692,-1.816445351,0.03780619055,2.422457933,3.654700041
TX,Collingsworth County,48087,3020,-23.62849808,44.25269699,14.96058559,-0.432152003,-1.801687837,-1.580636978,0.113206923,2.205379486,12.57199955
TX,Colorado County,48089,20685,-41.82064056,55.24798203,14.62815094,-0.5154663324,-2.402404547,-0.4391453564,-0.03695761412,2.357943535,13.55700016
TX,Comal County,48091,115100,-74.4822464,33.64956665,14.76286316,-0.4790600836,-2.232713461,-1.743815899,0.03904028237,2.638856649,8.050700188
TX,Comanche County,48093,13746,0.3284329772,44.65397263,14.51101494,-0.451595068,-2.009598494,-1.587362885,0.09778485447,2.592534304,13.07699966
TX,Concho County,48095,4065,2.500320673,24.00404739,14.81836033,-0.4909689426,-2.180692911,-1.402725935,0.05925089866,2.66323185,12.12699986
TX,Cooke County,48097,38733,19.40797997,29.94104576,14.31256485,-0.4149273932,-1.880959272,-1.758684278,0.2157594711,2.72736311,6.552299976
TX,Coryell County,48099,77136,-5.729216576,17.63134384,14.77396488,-0.5000870824,-2.176256895,-1.571719646,0.01051841397,2.479694843,6.989999771
TX,Cottle County,48101,1479,-14.06536961,40.96434021,14.79641151,-0.4435815215,-1.825298071,-1.741770387,0.1301248372,2.337686777,8.597399712
TX,Crane County,48103,4567,,32.93220139,15.31099701,-0.559239924,-2.293969154,-1.715580106,-0.0531639345,2.460643053,8.356499672
TX,Crockett County,48105,3716,,39.78625107,15.40192509,-0.5861341953,-2.421465158,-1.610843062,-0.1023216993,2.461800337,12.22900009
TX,Crosby County,48107,6099,-10.36761856,26.66820526,14.81111526,-0.4588307738,-1.978641748,-1.560622811,0.1956366152,2.630945206,9.158800125
TX,Culberson County,48109,2303,5.303971291,21.27850914,16.0828495,-0.4547155499,-2.087633133,-1.576504707,0.184279114,2.903835773,7.217299938
TX,Dallam County,48111,6996,2.66793704,8.066460609,12.47301865,-0.4107452929,-1.798926115,-1.778387785,0.4585399032,2.859697819,2.299200058
TX,Dallas County,48113,2456700,-34.09103775,23.61859322,15.96147442,-0.4779402912,-1.985868692,-1.76558423,0.03696542233,2.414999723,5.551400185
TX,Dawson County,48115,13663,-16.08604813,23.60630798,15.44791603,-0.4702989757,-2.069944143,-1.555865526,0.1537522972,2.59771657,8.154500008
TX,Deaf Smith County,48117,19358,15.42851734,11.86761284,13.36432266,-0.4390647709,-1.925877929,-1.615374327,0.3677838147,2.706763506,4.198900223
TX,Delta County,48119,5307,-34.07162094,41.86982727,14.19665051,-0.4316836596,-1.964813828,-1.569273949,0.2446114123,2.710987568,13.35200024
TX,Denton County,48121,707960,17.97229195,13.96362877,14.9087162,-0.4488263726,-1.960297465,-1.714195848,0.1031328589,2.512071133,4.233699799
TX,DeWitt County,48123,20456,-55.66691208,59.1656189,14.87357616,-0.5930300951,-2.617872477,-0.4323005974,-0.2498272359,1.975216389,14.90600014
TX,Dickens County,48125,2325,-10.01719379,34.39580917,14.40083218,-0.454336226,-1.923270345,-1.494104743,0.1921788007,2.491648674,13.11200047
TX,Dimmit County,48127,10510,-39.408535,48.81748962,17.02153206,-0.6462125778,-2.705572605,-1.685283303,-0.3083022237,2.0225842,11.71100044
TX,Donley County,48129,3652,-6.987908363,29.30104256,13.73625565,-0.4198561609,-1.800168872,-1.572735548,0.2655662894,2.494978666,9.438899994
TX,Duval County,48131,11573,-35.21866989,54.86628342,16.43473053,-0.673620224,-2.796344519,-0.3715459108,-0.3154080808,1.887035847,15.92300034
TX,Eastland County,48133,18403,31.00223541,49.13541031,14.92858124,-0.4634945989,-2.023511648,-1.88765645,0.07777558267,2.553472281,7.032999992
TX,Ector County,48135,144440,,29.06923485,15.31099701,-0.559239924,-2.293969154,-1.704291224,-0.0531639345,2.460643053,8.003100395
TX,Edwards County,48137,1968,42.34806061,41.90060043,16.41506386,-0.6027428508,-2.486729145,-1.586710572,-0.1980184466,2.281853437,12.79800034
TX,Ellis County,48139,153830,-26.17663765,24.99359703,14.38576412,-0.465020597,-2.026812792,-1.61295259,0.1206765845,2.610505581,8.258500099
TX,El Paso County,48141,831140,-31.40029716,20.48949242,14.5276022,-0.5972232819,-2.337888241,-1.554939389,-0.01286986563,2.662473202,8.096400261
TX,Erath County,48143,39456,2.378033638,29.7011795,14.51101494,-0.451595068,-2.009598494,-1.533622146,0.08647544682,2.594366074,10.56200027
TX,Falls County,48145,17600,-50.5292511,48.6246376,14.71336174,-0.5175538659,-2.305888653,-1.533638239,-0.004792091437,2.499173641,16.8939991
TX,Fannin County,48147,33667,-4.825621128,47.89365387,15.03176403,-0.4848272204,-2.011193275,-1.559410453,-0.006776547525,2.29700923,15.5010004
TX,Fayette County,48149,24720,-77.90807343,58.70776749,14.79685593,-0.5085883737,-2.291676998,-0.4510835707,-0.07883237302,2.310527563,13.8760004
TX,Fisher County,48151,3833,-14.20176506,44.57253265,14.67675018,-0.4811809957,-2.016994953,-1.634940505,0.06842376292,2.484260798,11.42800045
TX,Floyd County,48153,6349,-4.794444084,22.88790512,13.69271755,-0.4297840595,-1.850453019,-1.60846138,0.2803216875,2.629025698,7.125299931
TX,Foard County,48155,1305,12.05263615,36.77598572,14.24146461,-0.4451341629,-1.908292174,-1.569911599,0.09996270388,2.331106186,11.36299992
TX,Fort Bend County,48157,626700,-23.88351822,15.8307972,13.80521679,-0.5484420061,-2.399163961,-0.5311142206,-0.07881968468,2.16641736,4.618199825
TX,Franklin County,48159,10636,30.56429672,35.04469299,14.67808628,-0.4400713146,-2.010185242,-1.618670106,0.1813011914,2.656251192,9.949999809
TX,Freestone County,48161,19481,,41.26566315,14.4480648,-0.4899376631,-2.169682264,-1.595550895,0.04385344312,2.518945694,13.31299973
TX,Frio County,48163,17829,-9.273560524,30.93381691,16.36349106,-0.5789087415,-2.469437599,-1.548773885,-0.2637282908,2.008848429,11.68799973
TX,Gaines County,48165,18452,-17.21855164,17.5652256,15.28038788,-0.5071611404,-2.13975215,-1.622694492,0.1064001992,2.594156027,5.453700066
TX,Galveston County,48167,301470,,30.61429596,13.00336075,-0.3529743552,-1.953081727,-0.4684036076,0.1392152905,2.5634377,8.22630024
TX,Garza County,48169,6450,-11.19834137,20.50362587,14.81111526,-0.4588307738,-1.978641748,-1.824417353,0.2100887746,2.627932787,3.996400118
TX,Gillespie County,48171,25150,-0.17340523,45.43333054,15.20373058,-0.4871839583,-2.303521633,-1.761386037,0.04313374683,2.692267418,9.550499916
TX,Glasscock County,48173,1256,-25.52986145,14.22103691,15.13174438,-0.5130513906,-2.167858124,-1.828478098,0.02932477184,2.482403517,3.143100023
TX,Goliad County,48175,7338,-49.47655106,46.52761078,14.67416763,-0.5277429819,-2.525265932,-0.3664534688,-0.1175937504,2.264204979,14.21100044
TX,Gonzales County,48177,19971,-77.83633423,47.95173264,14.54801846,-0.5301799774,-2.423149824,-1.60205698,-0.06290686876,2.331536293,14.68299961
TX,Gray County,48179,22833,17.70225716,18.67714119,12.62913799,-0.3798796237,-1.758010387,-1.713636041,0.4736400247,2.759540558,4.574200153
TX,Grayson County,48181,121630,-6.884931564,34.55962372,14.75266266,-0.4126764238,-1.86963439,-1.608465075,0.2909811139,2.795567274,10.42800045
TX,Gregg County,48183,122900,,39.94815063,15.07724571,-0.4887547791,-2.130212545,-1.746481419,0.06189982221,2.451148987,9.587100029
TX,Grimes County,48185,26724,-80.76665497,43.60755539,15.055439,-0.5527932644,-2.376000881,-1.59566164,-0.1026573852,2.334366083,14.04899979
TX,Guadalupe County,48187,139710,-34.85420227,28.22657394,14.59199047,-0.540682137,-2.374260426,-1.618684292,-0.08996906877,2.312608004,9.021800041
TX,Hale County,48189,36316,-1.261093974,16.40207291,13.63242149,-0.4186215997,-1.878391862,-1.534107804,0.3413721025,2.738315821,6.801700115
TX,Hall County,48191,3298,-26.50852013,37.79915619,14.13247108,-0.4140712917,-1.740078807,-1.547618866,0.1914997101,2.401150227,12.25899982
TX,Hamilton County,48193,8290,15.46824169,57.77071381,14.77396488,-0.5000870824,-2.176256895,-1.718391418,-0.005017945077,2.481187344,12.06700039
TX,Hansford County,48195,5502,20.13352394,15.13497829,12.73294353,-0.4131532013,-1.778701782,-1.89449501,0.4559450746,2.719238997,2.609699965
TX,Hardeman County,48197,4048,18.7014904,28.04579353,14.07732201,-0.3949249685,-1.654414773,-1.59942019,0.1648366153,2.382486582,8.78219986
TX,Hardin County,48199,55149,33.70101547,35.15521622,13.00336075,-0.3529743552,-1.953081727,-1.67045176,0.1107825115,2.577594042,9.242199898
TX,Harris County,48201,4263100,-70.48261261,25.29400826,14.13033581,-0.5456492305,-2.362478495,-0.5519908071,-0.07200136036,2.258643389,6.023300171
TX,Harrison County,48203,67284,,35.01402664,14.54770374,-0.4616990387,-2.040414095,-1.67167294,0.1190729216,2.518375635,9.777899742
TX,Hartley County,48205,6153,0.6288766861,7.448191166,12.47301865,-0.4107452929,-1.798926115,-1.722612381,0.4585399032,2.859697819,2.368599892
TX,Haskell County,48207,5880,-8.574311256,46.30395508,14.27525711,-0.4458340704,-1.895135403,-1.606237888,0.1021606997,2.482348919,13.30799961
TX,Hays County,48209,168860,-23.50708008,19.92085457,14.76286316,-0.4790600836,-2.232713461,-1.589241743,0.03904028237,2.638856649,7.597000122
TX,Hemphill County,48211,4082,30.18834686,14.50434685,13.2552681,-0.3870397508,-1.675054789,-1.895140052,0.3633331358,2.533310175,2.541100025
TX,Henderson County,48213,78942,31.36154938,42.97103119,14.46351242,-0.476156503,-2.131397247,-1.577765942,0.1055350155,2.564507008,13.29699993
TX,Hidalgo County,48215,807730,-47.22187042,27.73691559,16.41482162,-0.6670179367,-2.735958576,-0.1725826561,-0.3605970144,1.699483395,15.875
TX,Hill County,48217,35109,-29.58696365,46.61162949,15.01918602,-0.511028707,-2.2294209,-1.585257769,0.0007467035903,2.474945784,14.77999973
TX,Hockley County,48219,23122,-7.679868698,18.33305359,14.46693802,-0.4549497068,-1.98329711,-1.661676526,0.2707106769,2.704432487,5.220900059
TX,Hood County,48221,52136,32.33415222,40.74330521,14.61756516,-0.4699300528,-2.064360619,-1.690819621,0.03235493973,2.472079277,9.673500061
TX,Hopkins County,48223,35420,-37.18440628,34.87880325,14.19665051,-0.4316836596,-1.964813828,-1.583027005,0.2446114123,2.710987568,11.33500004
TX,Houston County,48225,23149,-24.58068275,47.04951859,14.49512672,-0.4529658854,-2.116524935,-1.557029963,0.1144795939,2.641778708,15.65699959
TX,Howard County,48227,35536,-30.76778221,38.02162933,15.13174438,-0.5130513906,-2.167858124,-1.606268406,0.02932477184,2.482403517,10.86400032
TX,Hudspeth County,48229,3333,-31.08513451,13.13446617,14.77854443,-0.5710920691,-2.307583809,-1.465958238,-0.1015490666,2.440514088,7.05670023
TX,Hunt County,48231,87211,-14.01920986,35.03322983,15.03176403,-0.4848272204,-2.011193275,-1.565054655,-0.01449089497,2.288665771,11.7329998
TX,Hutchinson County,48233,21948,16.09362602,24.01765823,13.09017849,-0.4374070764,-1.864458799,-1.656148911,0.2776649296,2.552156448,6.855199814
TX,Irion County,48235,1576,-5.01950264,22.94007492,14.74895477,-0.5479255915,-2.172984362,-1.746811509,-0.03589958698,2.487556458,5.37349987
TX,Jack County,48237,9005,31.13118172,30.96188545,14.34747314,-0.4451718628,-1.956271291,-1.680389524,0.05004350469,2.39693284,7.989200115
TX,Jackson County,48239,14249,-25.79841805,41.14005661,13.3630352,-0.4800620973,-2.258353472,-0.3832125664,0.0270628687,2.355627537,12.23600006
TX,Jasper County,48241,35856,,40.42712402,13.77028847,-0.4278269112,-2.032500982,-0.3586526513,0.1361452639,2.524456739,12.60900021
TX,Jeff Davis County,48243,2312,,7.775886059,11.46599102,-0.1653816551,-1.329871655,-1.559589982,0.4753875434,3.490718603,3.934099913
TX,Jefferson County,48245,251400,-53.90716934,36.90174484,13.00336075,-0.3529743552,-1.953081727,-0.3963430226,0.1433789432,2.572397947,10.78999996
TX,Jim Hogg County,48247,5265,,52.69856262,16.43473053,-0.673620224,-2.796344519,-0.2926696241,-0.3154080808,1.887035847,19.78300095
TX,Jim Wells County,48249,41644,-41.43387604,46.37761307,15.37252808,-0.6549133062,-2.843790054,-0.4222401083,-0.2361975461,1.98966229,12.72399998
TX,Johnson County,48251,153530,15.00816536,28.69305801,14.61756516,-0.4699300528,-2.064360619,-1.612790108,0.02799754217,2.47921586,9.101499557
TX,Jones County,48253,19910,-7.654086113,34.34331131,14.98936081,-0.4845713377,-2.036044598,-1.502401471,0.0700577125,2.57981205,13.2329998
TX,Karnes County,48255,14896,-38.56004715,46.4957962,14.94463253,-0.5972217321,-2.552939177,-1.577279925,-0.1898163706,2.192257166,15.08899975
TX,Kaufman County,48257,106680,-0.1327213198,30.53085709,14.33855438,-0.4691772759,-2.055360317,-1.611868739,0.08098393679,2.522371054,8.832799911
TX,Kendall County,48259,35759,,34.18569565,15.1522398,-0.532274127,-2.399293423,-1.870135784,-0.005755430553,2.61641717,6.153800011
TX,Kenedy County,48261,432,,44.04792786,15.76701546,-0.6748626828,-2.842863798,-0.4157808721,-0.3225128353,1.759660244,12.76599979
TX,Kent County,48263,839,11.27977657,51.77384567,14.35956669,-0.4539207816,-1.930956125,-1.633275867,0.1167874932,2.467047215,13.31999969
TX,Kerr County,48265,49798,,48.2659874,15.12768745,-0.5034358501,-2.287794828,-1.684399962,0.03180085868,2.682299614,11.85599995
TX,Kimble County,48267,4534,30.83828926,38.81532669,14.81836033,-0.4909689426,-2.180692911,-1.663335681,0.05925089866,2.66323185,10.0539999
TX,King County,48269,271,10.96560383,12.90497875,14.24146461,-0.4451341629,-1.908292174,-1.696517587,0.1042155325,2.330707788,3.817399979
TX,Kinney County,48271,3628,-28.27122116,53.77293777,16.41506386,-0.6027428508,-2.486729145,-1.546954989,-0.1980184466,2.281853437,17.23600006
TX,Kleberg County,48273,32180,-34.93138504,39.76268768,15.37252808,-0.6549133062,-2.843790054,-0.3296288848,-0.2361975461,1.98966229,13.67199993
TX,Knox County,48275,3768,9.834506035,46.92839813,14.27525711,-0.4458340704,-1.895135403,-1.605478525,0.109844774,2.481199026,13.75399971
TX,Lamar County,48277,49856,-38.32286453,41.68035889,15.05198193,-0.4531016648,-1.924537659,-1.608720422,0.0901928097,2.406216621,12.60499954
TX,Lamb County,48279,13931,-6.411012173,22.97901535,13.86528778,-0.476647675,-2.059697628,-1.581296682,0.2123838514,2.654450178,7.713900089
TX,Lampasas County,48281,20081,-1.832397819,36.0681839,14.77396488,-0.5000870824,-2.176256895,-1.722282648,0.0000826997566,2.491184473,8.425299644
TX,La Salle County,48283,7126,-11.52275658,32.11338806,16.36349106,-0.5789087415,-2.469437599,-1.624662161,-0.2637282908,2.008848429,9.829099655
TX,Lavaca County,48285,19455,-75.82081604,59.36079025,14.62815094,-0.5154663324,-2.402404547,-0.421256423,-0.04100502655,2.353018999,15.12699986
TX,Lee County,48287,16548,-76.64622498,37.9309082,14.61713505,-0.5327344537,-2.363561392,-1.679926991,-0.04077346995,2.425209761,10.22700024
TX,Leon County,48289,16763,,49.72101212,14.65149975,-0.535633266,-2.386569738,-1.610401511,-0.06267183274,2.342472076,14.88799953
TX,Liberty County,48291,76511,-46.03378296,31.40966034,13.41926479,-0.4370113909,-2.122174501,-0.3306167126,0.1106860414,2.55530405,10.67099953
TX,Limestone County,48293,23664,-34.72528076,50.8335228,14.71336174,-0.5175538659,-2.305888653,-1.549227476,-0.004758823663,2.492128372,16.4470005
TX,Lipscomb County,48295,3432,23.47124863,16.88549995,13.2552681,-0.3870397508,-1.675054789,-1.723065138,0.3633331358,2.533310175,4.198400021
TX,Live Oak County,48297,11668,-40.80300522,41.29476929,15.18829632,-0.5797572136,-2.600425005,-0.4094412625,-0.1181214005,2.199509144,11.93599987
TX,Llano County,48299,19121,35.60881424,60.96430206,15.23119354,-0.5332069993,-2.27749157,-1.617339134,-0.167118296,2.172238111,16.07799911
TX,Loving County,48301,83,,31.38930511,14.94467068,-0.5389865041,-2.242922544,-1.535092354,-0.09335315228,2.305522919,11.88000011
TX,Lubbock County,48303,286100,-16.90348244,19.90153122,14.55712128,-0.4739407599,-2.013061047,-1.623224735,0.1908162385,2.580478191,6.35529995
TX,Lynn County,48305,5777,-16.82649231,24.40210152,14.91170216,-0.5022035241,-2.127298594,-1.564304709,0.1492288262,2.595081806,8.434100151
TX,McCulloch County,48307,8275,7.180999279,47.73458099,15.31149483,-0.5305633545,-2.258918047,-1.667821646,-0.02370985784,2.488227129,11.90499973
TX,McLennan County,48309,239510,-34.84328461,35.33047485,14.87832928,-0.5048877001,-2.114001274,-1.594947219,-0.02721193619,2.390608788,11.23999977
TX,McMullen County,48311,738,38.39784622,48.49100113,16.2942028,-0.665818572,-2.813750029,-1.870623946,-0.2675659955,2.078393698,7.718100071
TX,Madison County,48313,13712,,39.77709198,14.65149975,-0.535633266,-2.386569738,-1.502604604,-0.06524575502,2.354467392,16.37700081
TX,Marion County,48315,10323,,49.68649673,14.54770374,-0.4616990387,-2.040414095,-1.559515715,0.1190729216,2.518375635,16.14299965
TX,Martin County,48317,5002,-38.96470642,39.42796707,15.87273598,-0.5623070598,-2.374002695,-1.727140427,-0.1360964626,2.327183008,8.804499626
TX,Mason County,48319,4044,30.81069565,44.97000885,15.31149483,-0.5305633545,-2.258918047,-1.61082077,-0.02448276244,2.486927509,13.16600037
TX,Matagorda County,48321,36566,11.49365902,34.13873291,12.58872032,-0.05352371931,-1.384856462,-0.3567226529,0.2913011014,2.734225035,10.40799999
TX,Maverick County,48323,55766,,32.77507019,17.02153206,-0.6462125778,-2.705572605,-1.440337181,-0.2955874205,2.017810106,16.45000076
TX,Medina County,48325,46867,-30.04667664,37.88214874,15.73120022,-0.6019685864,-2.566442013,-1.585399628,-0.1432819664,2.372409821,12.81599998
TX,Menard County,48327,2221,30.83828926,44.69780731,14.81836033,-0.4909689426,-2.180692911,-1.524469614,0.05925089866,2.66323185,15.55000019
TX,Midland County,48329,147090,-33.44971085,29.0798912,15.87273598,-0.5623070598,-2.374002695,-2.024920464,-0.1341836303,2.317635775,3.323400021
TX,Milam County,48331,24143,-46.27204895,48.56789398,14.61713505,-0.5327344537,-2.363561392,-1.602084875,-0.039724309,2.433272362,14.73499966
TX,Mills County,48333,4831,31.59444046,51.17142868,14.77396488,-0.5000870824,-2.176256895,-1.573218226,-0.002508396283,2.483714819,15.22500038
TX,Mitchell County,48335,9312,-14.23169804,34.69263458,14.78126335,-0.4760880172,-2.018078566,-1.52758038,0.08322064579,2.589480639,11.72399998
TX,Montague County,48337,19529,32.03264999,48.87042618,14.86890507,-0.4454366863,-1.935298681,-1.714439511,0.05983063206,2.390844822,10.50399971
TX,Montgomery County,48339,485120,,28.83282471,14.13033581,-0.5456492305,-2.362478495,-1.792402744,-0.07212945074,2.265663624,6.71269989
TX,Moore County,48341,22399,3.8761518,11.64113712,12.53639317,-0.4502621889,-1.944270968,-1.596163034,0.2983080447,2.67908287,4.594299793
TX,Morris County,48343,12757,,43.73220825,14.30033016,-0.489674598,-2.117133617,-1.63249886,0.09999645501,2.513277054,12.46500015
TX,Motley County,48345,1195,-18.05521202,41.97938538,14.40083218,-0.454336226,-1.923270345,-1.522166371,0.1816807538,2.494785786,14.15999985
TX,Nacogdoches County,48347,65841,,35.11302185,14.4293499,-0.5578591228,-2.312497377,-1.542311192,0.006190704182,2.404037476,13.46800041
TX,Navarro County,48349,48131,-23.18803596,40.87030411,14.4480648,-0.4899376631,-2.169682264,-1.60065949,0.04547452182,2.527220726,11.88300037
TX,Newton County,48351,14328,,38.81705856,13.77028847,-0.4278269112,-2.032500982,-0.2328642458,0.1361452639,2.524456739,16.90999985
TX,Nolan County,48353,14877,-15.43913937,37.6231842,14.78126335,-0.4760880172,-2.018078566,-1.602655411,0.08554572612,2.597005129,11.21199989
TX,Nueces County,48355,347930,-36.13583374,41.09081268,15.51860142,-0.6367214918,-2.756969929,-0.4267274141,-0.2229571939,2.036349297,11.73099995
TX,Ochiltree County,48357,10621,25.69142342,8.914279938,13.01166821,-0.3820991516,-1.660148501,-1.798309088,0.5037170649,2.671746016,2.205199957
TX,Oldham County,48359,2047,30.14029884,13.07743454,12.53639317,-0.4502621889,-1.944270968,-1.710303783,0.2983080447,2.67908287,3.704099894
TX,Orange County,48361,82951,,39.90519714,13.20043755,-0.43443501,-2.072058201,-0.3950757086,0.08222859353,2.447143316,11.7329998
TX,Palo Pinto County,48363,27883,31.13118172,37.51758575,14.34747314,-0.4451718628,-1.956271291,-1.6137954,0.04085176438,2.403264046,10.78499985
TX,Panola County,48365,23998,,40.2986412,14.54770374,-0.4616990387,-2.040414095,-1.670274138,0.1113174707,2.493729353,11.12699986
TX,Parker County,48367,119760,32.33415222,28.89425659,14.61756516,-0.4699300528,-2.064360619,-1.720747471,0.01940839924,2.487329006,6.803500175
TX,Parmer County,48369,10162,13.53749752,9.50049305,12.75118732,-0.41216591,-1.914075017,-1.657593012,0.3772884905,2.841664553,3.314800024
TX,Pecos County,48371,15591,-25.08023453,30.13661385,15.40192509,-0.5861341953,-2.421465158,-1.546597838,-0.09987723827,2.451050997,10.76299953
TX,Polk County,48373,45745,,53.70213318,14.10725975,-0.5295978189,-2.263596058,-1.615635514,-0.02297929116,2.362922668,15.96100044
TX,Potter County,48375,122750,26.40032387,15.52749157,13.17924881,-0.4060631692,-1.844307065,-1.643864751,0.402800709,2.728490591,4.960599899
TX,Presidio County,48377,7540,,28.2599144,15.92208099,-0.5729447007,-2.490262508,-1.543862581,-0.284807086,1.976685047,11.18500042
TX,Rains County,48379,10938,31.75255966,38.15295792,14.58333397,-0.4600431621,-2.037608624,-1.542741299,0.1242255643,2.549391508,12.86600018
TX,Randall County,48381,124900,25.84621429,11.1084547,13.17924881,-0.4060631692,-1.844307065,-1.665035725,0.3973409235,2.725461721,3.747900009
TX,Reagan County,48383,3476,-24.75974274,30.43308067,15.87273598,-0.5623070598,-2.374002695,-1.820932031,-0.1314089894,2.322827101,5.812900066
TX,Real County,48385,3372,,45.40740204,15.12768745,-0.5034358501,-2.287794828,-1.466523528,0.02853611298,2.678894997,19.40800095
TX,Red River County,48387,12712,-33.61689758,49.66467667,14.34945297,-0.4448656738,-1.992306948,-1.575158715,0.1583842933,2.665110588,15.60599995
TX,Reeves County,48389,13892,-12.36714554,27.77169037,16.14144707,-0.5956495404,-2.510719061,-1.436973691,-0.08770351112,2.538741827,12.78899956
TX,Refugio County,48391,7238,-29.34287453,55.33734894,14.67416763,-0.5277429819,-2.525265932,-0.4407386184,-0.1135135591,2.2581563,13.53299999
TX,Roberts County,48393,950,19.49560738,15.99405289,12.62913799,-0.3798796237,-1.758010387,-1.683347821,0.4746912718,2.762129784,4.274099827
TX,Robertson County,48395,16490,-37.6970787,48.98313141,14.71336174,-0.5175538659,-2.305888653,-1.661595345,-0.02020654269,2.492698669,12.84399986
TX,Rockwall County,48397,82992,-7.462325573,20.73282242,14.33855438,-0.4691772759,-2.055360317,-1.746176481,0.08649647981,2.530591965,5.143799782
TX,Runnels County,48399,10422,-9.292830467,50.62802505,15.12470531,-0.4958967268,-2.090256691,-1.586276531,-0.02608790994,2.423721552,15.39500046
TX,Rusk County,48401,55743,,36.86559677,14.26369953,-0.4641689062,-2.121078014,-1.578328133,0.09584155679,2.500070095,12.67000008
TX,Sabine County,48403,10469,,55.76279068,13.77028847,-0.4278269112,-2.032500982,-1.589121699,0.1376267523,2.532181263,17.44799995
TX,San Augustine County,48405,8836,,53.55525208,13.77028847,-0.4278269112,-2.032500982,-1.546259522,0.1526973844,2.520414352,18.22900009
TX,San Jacinto County,48407,27000,,32.9484787,13.41926479,-0.4370113909,-2.122174501,-1.533697367,0.08286049962,2.560091972,13.18099976
TX,San Patricio County,48409,65372,-26.03534317,41.76745224,15.26127148,-0.5746600628,-2.705658674,-0.3896202743,-0.09255747497,2.208753109,12.67599964
TX,San Saba County,48411,5988,35.60881424,51.11765289,15.23119354,-0.5332069993,-2.27749157,-1.52217555,-0.1399012953,2.158440828,17.45100021
TX,Schleicher County,48413,3249,-7.06524086,37.54428101,15.05809975,-0.5404038429,-2.176288843,-1.613657236,-0.04608349875,2.444730759,10.70600033
TX,Scurry County,48415,17106,-18.75080681,33.35552979,14.67675018,-0.4811809957,-2.016994953,-1.753127098,0.0630973205,2.477651358,7.142300129
TX,Shackelford County,48417,3370,19.35548019,40.33492661,14.92858124,-0.4634945989,-2.023511648,-1.988754869,0.07777558267,2.553472281,4.816800117
TX,Shelby County,48419,25988,,44.8456955,14.20804977,-0.5364750624,-2.261184454,-1.614704251,-0.05578575656,2.26725316,13.9630003
TX,Sherman County,48421,3067,11.65237236,8.742485046,12.61968422,-0.4008059204,-1.798117042,-1.826375127,0.5123397708,2.808125973,1.933099985
TX,Smith County,48423,214940,,31.48452187,14.26369953,-0.4641689062,-2.121078014,-1.676994681,0.0839201957,2.498496532,8.880000114
TX,Somervell County,48425,8594,,32.42712402,14.40311241,-0.4590983689,-2.064595222,-1.647476912,0.07174122334,2.637337923,9.360300064
TX,Starr County,48427,61951,-61.77017975,31.93492317,17.79602051,-0.6021695137,-2.501711369,-0.1571364105,-0.3560061157,1.563717127,17.77400017
TX,Stephens County,48429,9570,31.13118172,38.04636765,14.34747314,-0.4451718628,-1.956271291,-1.765068531,0.05241038278,2.401188374,7.522200108
TX,Sterling County,48431,1188,31.04740143,32.49425888,14.74895477,-0.5479255915,-2.172984362,-1.779771447,-0.03589958698,2.487556458,6.410399914
TX,Stonewall County,48433,1470,10.80364037,50.38238144,14.74441624,-0.4385392666,-1.858437538,-1.688338399,0.05250764266,2.316153288,11.32499981
TX,Sutton County,48435,3930,30.83828926,23.88938904,14.81836033,-0.4909689426,-2.180692911,-1.811535954,0.05925089866,2.66323185,4.485599995
TX,Swisher County,48437,7882,8.329984665,15.51869202,13.5793314,-0.4437542558,-1.972807765,-1.597877741,0.3010668755,2.652699471,5.177800179
TX,Tarrant County,48439,1882800,14.93681908,23.54350471,15.6253233,-0.4736025631,-2.000659227,-1.712486744,0.04172414914,2.454015493,6.059700012
TX,Taylor County,48441,134100,8.988382339,32.21489334,14.98936081,-0.4845713377,-2.036044598,-1.663856626,0.06602296978,2.572737455,8.714900017
